Iteration Residual
0 2.34691
1 0.699042
2 0.16828
3 0.0413631
4 0.0115717
5 0.00306892
6 0.000822592
7 0.000234615
8 6.74533e-05
9 1.88126e-05
10 5.14069e-06
11 1.49364e-06
12 4.2776e-07
