Iterations Jacobi Gauss-Seidel "SOR (1.0)" "SOR (1.1)" "SOR (1.2)" "SOR (1.3)" "SOR (1.4)" "SOR (1.5)" "SOR (1.6)" "SOR (1.7)" "SOR (1.8)" "SOR (1.9)" "SOR (2.0)"
40 1.21E-01            
8  3.40E-02 2.50E-02          
10    3.00E-02         
13     4.10E-02        
16      5.00E-02       
21       6.30E-02      
27        8.00E-02     
36         1.07E-01    
50          1.54E-01   
80           2.39E-01  
168            5.00E-01 
10000             3.00E+01
