Iteration Residual
0 3.0146
1 1.15804
2 0.385776
3 0.123695
4 0.0445269
5 0.0161568
6 0.00555355
7 0.00199179
8 0.00076408
9 0.000286124
10 0.000101427
11 3.69186e-05
12 1.41952e-05
13 5.26486e-06
14 1.91981e-06
15 7.33598e-07
